Entry_Date,Previous_timesheet_status,Current_timesheet_status,Full_name,Employee_number,Person_status,Employment_type,Client_name,Job_name,Hours,Task_name,Billing_rate,Cost,Time_Entry_ID,Timesheet_ID,Person_ID,Client_ID,Job_ID,Task_ID
6/29/2014,open,locked,Ray Price,na,Active,Employee,QWERTY Logistics,Export feature,2.25,Meeting,190,10,1331146,1851815,100000003,100000011,100000015,100000002
7/7/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Nakatomi Trading Corp.,Cloud migration,3.75,Meeting,190,10,1078866,1174924,100000003,100000000,100000014,100000002
7/20/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,Cloud migration,3.75,Meeting,190,10,1416118,1742405,100000003,100000004,100000014,100000002
6/24/2014,open,locked,Ray Price,na,Active,Employee,QWERTY Logistics,API v2.0 update,5.75,Meeting,190,10,1027198,1122718,100000003,100000011,100000007,100000002
7/26/2014,open,locked,Shirley Weise,na,Active,Employee,QWERTY Logistics,New product lineup,3.75,Meeting,190,10,1619219,1210053,100000003,100000011,100000009,100000002
8/29/2014,open,locked,Ray Price,na,Active,Employee,Sirius Cybernetics Corp.,Cloud migration,2.25,Meeting,190,10,1033529,1659868,100000003,100000013,100000014,100000002
8/8/2014,open,locked,Paul Pilkington,na,Active,Employee,Sirius Cybernetics Corp.,Cloud migration,5,Meeting,190,10,1092395,1280554,100000003,100000013,100000014,100000002
7/20/2014,open,locked,Elizabeth Stewart,na,Active,Employee,North Central Positronics,Payroll integration,5.75,Meeting,190,10,1859797,1139772,100000003,100000010,100000005,100000002
6/16/2014,open,locked,Ray Price,na,Active,Employee,Nakatomi Trading Corp.,Cloud migration,4.25,Meeting,190,10,1531239,1333729,100000003,100000000,100000014,100000002
8/6/2014,open,locked,Jackie Winfield,na,Active,Employee,Sirius Cybernetics Corp.,New product lineup,2.5,Meeting,190,10,1011072,1300751,100000003,100000013,100000009,100000002
6/8/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Stark Industries,Export feature,2.75,Meeting,190,10,1845176,1047533,100000003,100000004,100000015,100000002
8/21/2014,open,locked,Paul Pilkington,na,Active,Employee,Stark Industries,Cloud migration,4.75,Meeting,190,10,1483339,1289419,100000003,100000004,100000014,100000002
6/12/2014,open,locked,Jackie Winfield,na,Active,Employee,QWERTY Logistics,Project Molybdenum,4.25,Meeting,190,10,1485092,1906523,100000003,100000011,100000001,100000002
8/4/2014,open,locked,Michael Bonner,na,Active,Employee,QWERTY Logistics,New product lineup,5.5,Meeting,190,10,1262755,1214533,100000003,100000011,100000009,100000002
8/28/2014,open,locked,Jackie Winfield,na,Active,Employee,Mammoth Pictures,Fall marketing campaign,4.75,Meeting,190,10,1699332,1052307,100000003,100000006,100000012,100000002
8/18/2014,open,locked,Shirley Weise,na,Active,Employee,Western Gas & Electric,Fall marketing campaign,3.25,Meeting,190,10,1465105,1942034,100000003,100000008,100000012,100000002
7/18/2014,open,locked,Claudia Mendes,na,Active,Employee,QWERTY Logistics,Payroll integration,1.5,Meeting,190,10,1656468,1737692,100000003,100000011,100000005,100000002
7/25/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Stark Industries,Cloud migration,3.75,Meeting,190,10,1804039,1342266,100000003,100000004,100000014,100000002
7/15/2014,open,locked,Claudia Mendes,na,Active,Employee,Nakatomi Trading Corp.,Project Molybdenum,1.25,Meeting,190,10,1822168,1433568,100000003,100000000,100000001,100000002
6/30/2014,open,locked,Shirley Weise,na,Active,Employee,Mammoth Pictures,New product lineup,3.5,Meeting,190,10,1003579,1394135,100000003,100000006,100000009,100000002
6/29/2014,open,locked,Elizabeth Stewart,na,Active,Employee,North Central Positronics,New product lineup,0.5,Meeting,190,10,1652272,1023244,100000003,100000010,100000009,100000002
8/5/2014,open,locked,Michael Bonner,na,Active,Employee,Western Gas & Electric,Fall marketing campaign,2.5,Meeting,190,10,1553792,1549283,100000003,100000008,100000012,100000002
7/22/2014,open,locked,Michael Bonner,na,Active,Employee,Mammoth Pictures,Project Molybdenum,2.25,Meeting,190,10,1351236,1101726,100000003,100000006,100000001,100000002
6/16/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Mammoth Pictures,Fall marketing campaign,3.25,Meeting,190,10,1567051,1764322,100000003,100000006,100000012,100000002
7/6/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Sirius Cybernetics Corp.,Export feature,1.5,Meeting,190,10,1467604,1486501,100000003,100000013,100000015,100000002
6/13/2014,open,locked,Ray Price,na,Active,Employee,Western Gas & Electric,Payroll integration,0.5,Meeting,190,10,1555015,1819474,100000003,100000008,100000005,100000002
6/28/2014,open,locked,Stephen Harmon,na,Active,Employee,North Central Positronics,Cloud migration,0.5,Meeting,190,10,1826869,1341210,100000003,100000010,100000014,100000002
8/6/2014,open,locked,Shirley Weise,na,Active,Employee,Nakatomi Trading Corp.,Export feature,5.25,Meeting,190,10,1542733,1345986,100000003,100000000,100000015,100000002
7/27/2014,open,locked,Ray Price,na,Active,Employee,QWERTY Logistics,Export feature,2,Meeting,190,10,1263912,1307228,100000003,100000011,100000015,100000002
9/1/2014,open,locked,Shirley Weise,na,Active,Employee,Mammoth Pictures,Payroll integration,5.75,Meeting,190,10,1034870,1355142,100000003,100000006,100000005,100000002
8/5/2014,open,locked,William Borden,na,Active,Employee,Sirius Cybernetics Corp.,Fall marketing campaign,1.75,Meeting,190,10,1515866,1430123,100000003,100000013,100000012,100000002
7/10/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,Cloud migration,2.75,Meeting,190,10,1706283,1875901,100000003,100000004,100000014,100000002
6/14/2014,open,locked,William Borden,na,Active,Employee,Sirius Cybernetics Corp.,Project Molybdenum,0.75,Meeting,190,10,1609100,1057903,100000003,100000013,100000001,100000002
6/12/2014,open,locked,William Borden,na,Active,Employee,Western Gas & Electric,New product lineup,1,Meeting,190,10,1680980,1396730,100000003,100000008,100000009,100000002
7/19/2014,open,locked,William Borden,na,Active,Employee,Mammoth Pictures,Export feature,4.75,Meeting,190,10,1024357,1224403,100000003,100000006,100000015,100000002
6/23/2014,open,locked,Claudia Mendes,na,Active,Employee,North Central Positronics,Project Molybdenum,5.75,Meeting,190,10,1750954,1283948,100000003,100000010,100000001,100000002
8/3/2014,open,locked,Gregory Standifer,na,Active,Employee,North Central Positronics,Export feature,1.75,Meeting,190,10,1298427,1169559,100000003,100000010,100000015,100000002
7/26/2014,open,locked,Paul Pilkington,na,Active,Employee,North Central Positronics,Export feature,3,Meeting,190,10,1519019,1963439,100000003,100000010,100000015,100000002
7/3/2014,open,locked,Jackie Winfield,na,Active,Employee,North Central Positronics,API v2.0 update,1.5,Meeting,190,10,1496172,1682624,100000003,100000010,100000007,100000002
7/4/2014,open,locked,Ray Price,na,Active,Employee,North Central Positronics,API v2.0 update,1,Meeting,190,10,1295564,1855186,100000003,100000010,100000007,100000002
7/8/2014,open,locked,Claudia Mendes,na,Active,Employee,Sirius Cybernetics Corp.,Export feature,3.25,Meeting,190,10,1069185,1300856,100000003,100000013,100000015,100000002
6/7/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Western Gas & Electric,Export feature,0.25,Meeting,190,10,1581065,1716302,100000003,100000008,100000015,100000002
8/20/2014,open,locked,William Borden,na,Active,Employee,Sirius Cybernetics Corp.,Payroll integration,5.5,Meeting,190,10,1614821,1563013,100000003,100000013,100000005,100000002
7/15/2014,open,locked,Shirley Weise,na,Active,Employee,North Central Positronics,New product lineup,5.75,Meeting,190,10,1072887,1932601,100000003,100000010,100000009,100000002
7/15/2014,open,locked,Stephen Harmon,na,Active,Employee,Mammoth Pictures,New product lineup,1.5,Meeting,190,10,1108177,1787617,100000003,100000006,100000009,100000002
6/8/2014,open,locked,William Borden,na,Active,Employee,QWERTY Logistics,New product lineup,3,Meeting,190,10,1687110,1446389,100000003,100000011,100000009,100000002
6/11/2014,open,locked,Paul Pilkington,na,Active,Employee,Mammoth Pictures,Fall marketing campaign,1.75,Meeting,190,10,1001570,1685391,100000003,100000006,100000012,100000002
8/29/2014,open,locked,Shirley Weise,na,Active,Employee,North Central Positronics,Cloud migration,2.75,Meeting,190,10,1529724,1608477,100000003,100000010,100000014,100000002
7/20/2014,open,locked,Elizabeth Stewart,na,Active,Employee,QWERTY Logistics,Project Molybdenum,2,Meeting,190,10,1443843,1210588,100000003,100000011,100000001,100000002
7/23/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,Fall marketing campaign,2.75,Meeting,190,10,1140347,1573287,100000003,100000004,100000012,100000002
6/11/2014,open,locked,Jackie Winfield,na,Active,Employee,Stark Industries,Export feature,4,Meeting,190,10,1131772,1683443,100000003,100000004,100000015,100000002
7/11/2014,open,locked,Michael Bonner,na,Active,Employee,Western Gas & Electric,Cloud migration,4.25,Meeting,190,10,1554045,1924244,100000003,100000008,100000014,100000002
7/23/2014,open,locked,Gregory Standifer,na,Active,Employee,Mammoth Pictures,Project Molybdenum,0,Meeting,190,10,1527086,1476766,100000003,100000006,100000001,100000002
6/7/2014,open,locked,Stephen Harmon,na,Active,Employee,QWERTY Logistics,New product lineup,2.25,Meeting,190,10,1269096,1132990,100000003,100000011,100000009,100000002
6/13/2014,open,locked,Shirley Weise,na,Active,Employee,Stark Industries,Fall marketing campaign,4.75,Meeting,190,10,1088413,1770901,100000003,100000004,100000012,100000002
7/13/2014,open,locked,Elizabeth Stewart,na,Active,Employee,North Central Positronics,Cloud migration,1.75,Meeting,190,10,1677944,1132013,100000003,100000010,100000014,100000002
7/30/2014,open,locked,Paul Pilkington,na,Active,Employee,Sirius Cybernetics Corp.,Fall marketing campaign,2,Meeting,190,10,1619950,1346070,100000003,100000013,100000012,100000002
8/5/2014,open,locked,Jackie Winfield,na,Active,Employee,Nakatomi Trading Corp.,Export feature,2.75,Meeting,190,10,1758003,1073130,100000003,100000000,100000015,100000002
7/23/2014,open,locked,Gregory Standifer,na,Active,Employee,Western Gas & Electric,Cloud migration,3.5,Meeting,190,10,1626791,1442556,100000003,100000008,100000014,100000002
7/3/2014,open,locked,Shirley Weise,na,Active,Employee,Western Gas & Electric,Fall marketing campaign,2.5,Meeting,190,10,1282502,1326425,100000003,100000008,100000012,100000002
7/21/2014,open,locked,Michael Bonner,na,Active,Employee,QWERTY Logistics,Export feature,3,Meeting,190,10,1453254,1219699,100000003,100000011,100000015,100000002
6/16/2014,open,locked,Ray Price,na,Active,Employee,Nakatomi Trading Corp.,Cloud migration,0.75,Meeting,190,10,1794816,1867054,100000003,100000000,100000014,100000002
7/15/2014,open,locked,Shirley Weise,na,Active,Employee,North Central Positronics,Project Molybdenum,0.25,Meeting,190,10,1862593,1985788,100000003,100000010,100000001,100000002
6/29/2014,open,locked,Stephen Harmon,na,Active,Employee,Western Gas & Electric,Cloud migration,4.75,Meeting,190,10,1976053,1504526,100000003,100000008,100000014,100000002
7/15/2014,open,locked,William Borden,na,Active,Employee,Sirius Cybernetics Corp.,Project Molybdenum,1,Meeting,190,10,1289771,1907170,100000003,100000013,100000001,100000002
8/9/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Mammoth Pictures,Fall marketing campaign,4.75,Meeting,190,10,1884691,1197477,100000003,100000006,100000012,100000002
6/8/2014,open,locked,Jackie Winfield,na,Active,Employee,Nakatomi Trading Corp.,Export feature,5,Meeting,190,10,1901773,1983424,100000003,100000000,100000015,100000002
8/18/2014,open,locked,William Borden,na,Active,Employee,Mammoth Pictures,New product lineup,0.25,Meeting,190,10,1978451,1120374,100000003,100000006,100000009,100000002
8/18/2014,open,locked,Shirley Weise,na,Active,Employee,Mammoth Pictures,API v2.0 update,3,Meeting,190,10,1082143,1944216,100000003,100000006,100000007,100000002
8/4/2014,open,locked,Gregory Standifer,na,Active,Employee,Stark Industries,Cloud migration,4.25,Meeting,190,10,1804947,1621168,100000003,100000004,100000014,100000002
7/10/2014,open,locked,Gregory Standifer,na,Active,Employee,North Central Positronics,Project Molybdenum,0.5,Meeting,190,10,1403314,1792642,100000003,100000010,100000001,100000002
7/29/2014,open,locked,Ray Price,na,Active,Employee,Stark Industries,Project Molybdenum,3,Meeting,190,10,1354971,1334819,100000003,100000004,100000001,100000002
6/19/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Stark Industries,Project Molybdenum,4.5,Meeting,190,10,1869648,1202092,100000003,100000004,100000001,100000002
8/11/2014,open,locked,Ray Price,na,Active,Employee,QWERTY Logistics,Export feature,4.75,Meeting,190,10,1282629,1614130,100000003,100000011,100000015,100000002
8/4/2014,open,locked,Paul Pilkington,na,Active,Employee,Nakatomi Trading Corp.,New product lineup,3.25,Meeting,190,10,1081498,1336308,100000003,100000000,100000009,100000002
6/24/2014,open,locked,William Borden,na,Active,Employee,Sirius Cybernetics Corp.,Fall marketing campaign,1.5,Meeting,190,10,1427403,1040343,100000003,100000013,100000012,100000002
8/3/2014,open,locked,Stephen Harmon,na,Active,Employee,Western Gas & Electric,API v2.0 update,3.5,Meeting,190,10,1485734,1977237,100000003,100000008,100000007,100000002
8/5/2014,open,locked,Ray Price,na,Active,Employee,Nakatomi Trading Corp.,Fall marketing campaign,2.5,Meeting,190,10,1556112,1876337,100000003,100000000,100000012,100000002
6/12/2014,open,locked,Claudia Mendes,na,Active,Employee,Western Gas & Electric,Project Molybdenum,3,Meeting,190,10,1566533,1172899,100000003,100000008,100000001,100000002
7/11/2014,open,locked,Elizabeth Stewart,na,Active,Employee,North Central Positronics,Payroll integration,0.25,Meeting,190,10,1432575,1515364,100000003,100000010,100000005,100000002
7/14/2014,open,locked,Ray Price,na,Active,Employee,Sirius Cybernetics Corp.,Fall marketing campaign,0,Meeting,190,10,1931655,1933221,100000003,100000013,100000012,100000002
8/19/2014,open,locked,Shirley Weise,na,Active,Employee,Stark Industries,API v2.0 update,1.75,Meeting,190,10,1286097,1927530,100000003,100000004,100000007,100000002
7/16/2014,open,locked,William Borden,na,Active,Employee,North Central Positronics,API v2.0 update,1.5,Meeting,190,10,1356893,1589182,100000003,100000010,100000007,100000002
6/7/2014,open,locked,Paul Pilkington,na,Active,Employee,Nakatomi Trading Corp.,Cloud migration,5.5,Meeting,190,10,1333868,1861221,100000003,100000000,100000014,100000002
7/24/2014,open,locked,Michael Bonner,na,Active,Employee,Mammoth Pictures,Export feature,3.5,Meeting,190,10,1201658,1844720,100000003,100000006,100000015,100000002
7/22/2014,open,locked,Gregory Standifer,na,Active,Employee,Stark Industries,Payroll integration,2,Meeting,190,10,1015433,1894854,100000003,100000004,100000005,100000002
7/20/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,API v2.0 update,4.25,Meeting,190,10,1178708,1387502,100000003,100000004,100000007,100000002
8/30/2014,open,locked,William Borden,na,Active,Employee,Nakatomi Trading Corp.,Cloud migration,0.25,Meeting,190,10,1890296,1376005,100000003,100000000,100000014,100000002
7/8/2014,open,locked,William Borden,na,Active,Employee,Mammoth Pictures,Export feature,3.25,Meeting,190,10,1976213,1394253,100000003,100000006,100000015,100000002
7/15/2014,open,locked,Shirley Weise,na,Active,Employee,QWERTY Logistics,API v2.0 update,2,Meeting,190,10,1430688,1814246,100000003,100000011,100000007,100000002
7/25/2014,open,locked,Jackie Winfield,na,Active,Employee,Mammoth Pictures,Project Molybdenum,0.25,Meeting,190,10,1434277,1448058,100000003,100000006,100000001,100000002
8/10/2014,open,locked,Shirley Weise,na,Active,Employee,Nakatomi Trading Corp.,Project Molybdenum,2,Meeting,190,10,1991769,1445869,100000003,100000000,100000001,100000002
9/1/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Western Gas & Electric,Cloud migration,1.25,Meeting,190,10,1221493,1240950,100000003,100000008,100000014,100000002
6/4/2014,open,locked,William Borden,na,Active,Employee,Mammoth Pictures,New product lineup,2.25,Meeting,190,10,1454240,1396057,100000003,100000006,100000009,100000002
7/14/2014,open,locked,Ray Price,na,Active,Employee,North Central Positronics,API v2.0 update,2.75,Meeting,190,10,1770449,1638522,100000003,100000010,100000007,100000002
6/8/2014,open,locked,Michael Bonner,na,Active,Employee,Stark Industries,Payroll integration,3.75,Meeting,190,10,1821283,1385800,100000003,100000004,100000005,100000002
8/3/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Western Gas & Electric,Fall marketing campaign,2.5,Meeting,190,10,1945402,1249545,100000003,100000008,100000012,100000002
7/1/2014,open,locked,Paul Pilkington,na,Active,Employee,Sirius Cybernetics Corp.,New product lineup,5.75,Meeting,190,10,1031981,1362194,100000003,100000013,100000009,100000002
8/13/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,New product lineup,5,Meeting,190,10,1248533,1244236,100000003,100000004,100000009,100000002
8/7/2014,open,locked,Stephen Harmon,na,Active,Employee,Western Gas & Electric,Export feature,4,Meeting,190,10,1484471,1708572,100000003,100000008,100000015,100000002
7/27/2014,open,locked,Stephen Harmon,na,Active,Employee,Mammoth Pictures,Export feature,0,Meeting,190,10,1031923,1366117,100000003,100000006,100000015,100000002
7/13/2014,open,locked,Shirley Weise,na,Active,Employee,Mammoth Pictures,Payroll integration,5.5,Meeting,190,10,1813596,1749513,100000003,100000006,100000005,100000002
7/10/2014,open,locked,Paul Pilkington,na,Active,Employee,Mammoth Pictures,Project Molybdenum,3.5,Meeting,190,10,1870409,1093151,100000003,100000006,100000001,100000002
6/27/2014,open,locked,William Borden,na,Active,Employee,QWERTY Logistics,Payroll integration,3.5,Meeting,190,10,1528973,1907512,100000003,100000011,100000005,100000002
7/26/2014,open,locked,Ray Price,na,Active,Employee,Stark Industries,Project Molybdenum,2.5,Meeting,190,10,1152188,1891263,100000003,100000004,100000001,100000002
8/31/2014,open,locked,Michael Bonner,na,Active,Employee,North Central Positronics,New product lineup,1,Meeting,190,10,1012183,1549737,100000003,100000010,100000009,100000002
6/12/2014,open,locked,Stephen Harmon,na,Active,Employee,Sirius Cybernetics Corp.,Fall marketing campaign,3.25,Meeting,190,10,1284570,1917305,100000003,100000013,100000012,100000002
8/21/2014,open,locked,Gregory Standifer,na,Active,Employee,Stark Industries,Export feature,2.75,Meeting,190,10,1891792,1799945,100000003,100000004,100000015,100000002
8/4/2014,open,locked,Paul Pilkington,na,Active,Employee,North Central Positronics,New product lineup,1,Meeting,190,10,1218801,1065172,100000003,100000010,100000009,100000002
7/10/2014,open,locked,Jackie Winfield,na,Active,Employee,QWERTY Logistics,Fall marketing campaign,3.75,Meeting,190,10,1169966,1799225,100000003,100000011,100000012,100000002
6/7/2014,open,locked,Elizabeth Stewart,na,Active,Employee,North Central Positronics,Payroll integration,4.25,Meeting,190,10,1199913,1967791,100000003,100000010,100000005,100000002
8/14/2014,open,locked,Ray Price,na,Active,Employee,North Central Positronics,Project Molybdenum,5,Meeting,190,10,1950506,1496039,100000003,100000010,100000001,100000002
8/13/2014,open,locked,William Borden,na,Active,Employee,North Central Positronics,Cloud migration,2.25,Meeting,190,10,1312384,1156960,100000003,100000010,100000014,100000002
7/13/2014,open,locked,Ray Price,na,Active,Employee,Mammoth Pictures,Export feature,5.25,Meeting,190,10,1811577,1889566,100000003,100000006,100000015,100000002
6/28/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Western Gas & Electric,New product lineup,1.75,Meeting,190,10,1482391,1712760,100000003,100000008,100000009,100000002
6/7/2014,open,locked,Jackie Winfield,na,Active,Employee,QWERTY Logistics,New product lineup,0,Meeting,190,10,1475508,1733495,100000003,100000011,100000009,100000002
8/22/2014,open,locked,Gregory Standifer,na,Active,Employee,QWERTY Logistics,API v2.0 update,0.5,Meeting,190,10,1164581,1286723,100000003,100000011,100000007,100000002
8/14/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Mammoth Pictures,Fall marketing campaign,1.5,Meeting,190,10,1376565,1972392,100000003,100000006,100000012,100000002
6/23/2014,open,locked,Ray Price,na,Active,Employee,QWERTY Logistics,Export feature,2,Meeting,190,10,1259394,1774045,100000003,100000011,100000015,100000002
8/20/2014,open,locked,Shirley Weise,na,Active,Employee,Stark Industries,API v2.0 update,4.5,Meeting,190,10,1611235,1047562,100000003,100000004,100000007,100000002
8/23/2014,open,locked,Ray Price,na,Active,Employee,North Central Positronics,Project Molybdenum,2.25,Meeting,190,10,1726252,1708026,100000003,100000010,100000001,100000002
6/10/2014,open,locked,Ray Price,na,Active,Employee,Mammoth Pictures,Cloud migration,1.25,Meeting,190,10,1391107,1629317,100000003,100000006,100000014,100000002
7/16/2014,open,locked,Jackie Winfield,na,Active,Employee,Western Gas & Electric,Payroll integration,5.25,Meeting,190,10,1091448,1062926,100000003,100000008,100000005,100000002
7/7/2014,open,locked,Michael Bonner,na,Active,Employee,Sirius Cybernetics Corp.,Payroll integration,5,Meeting,190,10,1305288,1454625,100000003,100000013,100000005,100000002
6/21/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Stark Industries,Export feature,3,Meeting,190,10,1856320,1382743,100000003,100000004,100000015,100000002
7/15/2014,open,locked,William Borden,na,Active,Employee,QWERTY Logistics,Cloud migration,5,Meeting,190,10,1649802,1772091,100000003,100000011,100000014,100000002
6/4/2014,open,locked,William Borden,na,Active,Employee,Sirius Cybernetics Corp.,API v2.0 update,3,Meeting,190,10,1200816,1382660,100000003,100000013,100000007,100000002
7/1/2014,open,locked,Ray Price,na,Active,Employee,QWERTY Logistics,Payroll integration,0.5,Meeting,190,10,1309874,1216583,100000003,100000011,100000005,100000002
8/24/2014,open,locked,Paul Pilkington,na,Active,Employee,Western Gas & Electric,Fall marketing campaign,2.25,Meeting,190,10,1446766,1791530,100000003,100000008,100000012,100000002
7/31/2014,open,locked,Stephen Harmon,na,Active,Employee,QWERTY Logistics,Fall marketing campaign,1.5,Meeting,190,10,1506662,1229481,100000003,100000011,100000012,100000002
7/20/2014,open,locked,Gregory Standifer,na,Active,Employee,Nakatomi Trading Corp.,API v2.0 update,5.5,Meeting,190,10,1718329,1055069,100000003,100000000,100000007,100000002
7/1/2014,open,locked,Stephen Harmon,na,Active,Employee,Mammoth Pictures,New product lineup,0.25,Meeting,190,10,1791144,1577702,100000003,100000006,100000009,100000002
7/8/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,Cloud migration,5.25,Meeting,190,10,1028670,1762175,100000003,100000004,100000014,100000002
6/25/2014,open,locked,Stephen Harmon,na,Active,Employee,Sirius Cybernetics Corp.,API v2.0 update,0,Meeting,190,10,1237963,1324548,100000003,100000013,100000007,100000002
